gene	log2FC	pvalue	q_BH
TRBV28	0.8229840341817152	1.236041787287876e-05	0.0006352476177659816
NFAM1	0.8554312143822191	1.236041787287876e-05	0.0006352476177659816
SLITRK5	-0.8049901582086414	1.3081856789653513e-05	0.0006653398384368972
IGHV3-73	1.190403087790507	1.3081856789653513e-05	0.0006653398384368972
IGHV4-31	1.4496461650038373	1.3081856789653513e-05	0.0006653398384368972
MDK	1.7633427569246916	1.3081856789653513e-05	0.0006653398384368972
APOL1	1.2800468928375897	1.3457472095710223e-05	0.0006809063594472917
TNFRSF14	0.9021642986035143	1.3457472095710223e-05	0.0006809063594472917
APOBEC3G	1.0855811731371805	1.3843361927072643e-05	0.0006897375824275049
DPEP2	0.9834889325045413	1.3843361927072643e-05	0.0006897375824275049
F13A1	1.777384306619648	1.3843361927072643e-05	0.0006897375824275049
IL2RA	0.8053906091276739	1.3843361927072643e-05	0.0006897375824275049
KDELR3	1.2763087241401947	1.3843361927072643e-05	0.0006897375824275049
MS4A6A	1.9008140492124221	1.3843361927072643e-05	0.0006897375824275049
FILIP1L	1.2265936312131651	1.4239792091642092e-05	0.0007023409797139642
IL32	1.5424048433440123	1.4239792091642092e-05	0.0007023409797139642
MMD2	-1.4961268137420927	1.4239792091642092e-05	0.0007023409797139642
AMOTL1	0.9411065788038186	1.4239792091642092e-05	0.0007023409797139642
S1PR4	0.4801730525654141	1.464703483625319e-05	0.0007170089728216843
DOCK2	0.9973382834750071	1.464703483625319e-05	0.0007170089728216843
DCN	2.081958674844299	1.464703483625319e-05	0.0007170089728216843
SHKBP1	0.8255490249637205	1.5065368990597484e-05	0.0007265886458248505
FCGR2B	1.5436286790902811	1.5065368990597484e-05	0.0007265886458248505
TFEC	0.9320775241608157	1.5065368990597484e-05	0.0007265886458248505
SFRP4	1.6952786045711683	1.5065368990597484e-05	0.0007265886458248505
IGHV1-24	1.166510525047173	1.5065368990597484e-05	0.0007265886458248505
RUNX2	1.005857632050554	1.5065368990597484e-05	0.0007265886458248505
GRAP2	0.5651845024599299	1.5495080114045785e-05	0.0007400223505198306
RAB20	1.0146820651728428	1.5495080114045785e-05	0.0007400223505198306
ANTXR2	1.0682763057639786	1.5495080114045785e-05	0.0007400223505198306
STEAP3	1.3418954785173356	1.5495080114045785e-05	0.0007400223505198306
STRA6	1.3981713418222483	1.593646064542174e-05	0.0007574073686844736
SAMD9	0.9473462608345906	1.593646064542174e-05	0.0007574073686844736
UBD	1.8887392698441285	1.6389810055774484e-05	0.0007696135988060436
CD14	1.5234209707552386	1.6389810055774484e-05	0.0007696135988060436
SHC1	1.1368302264462642	1.6389810055774484e-05	0.0007696135988060436
TYROBP	1.3251267352528044	1.6389810055774484e-05	0.0007696135988060436
CXCL16	1.0651671329462724	1.6389810055774484e-05	0.0007696135988060436
SLC66A3	1.0013581160119065	1.7333649496803892e-05	0.0008081195018974215
LAPTM5	1.2645382295569485	1.7333649496803892e-05	0.0008081195018974215
LRRN4CL	1.083777305075634	1.7333649496803892e-05	0.0008081195018974215
PIK3AP1	0.8939796173883514	1.7824775048728417e-05	0.0008270780100216852
COL10A1	0.7731253297235989	1.7824775048728417e-05	0.0008270780100216852
NCKAP1L	1.0433530001517117	1.832914084951887e-05	0.0008405220303850797
IGHV4-34	2.094750937248066	1.832914084951887e-05	0.0008405220303850797
SIGLEC1	0.8099863490943725	1.832914084951887e-05	0.0008405220303850797
IGFBP4	1.2748032051767968	1.832914084951887e-05	0.0008405220303850797
IGLV2-23	2.0248331254266563	1.832914084951887e-05	0.0008405220303850797
CMAHP	1.0142174214030106	1.8847083931661528e-05	0.0008602441735801034
DUSP23	0.7336464476503091	1.8847083931661528e-05	0.0008602441735801034
ACRBP	0.7140141581415547	1.937894934248154e-05	0.0008743299702191959
IL4R	1.1070894122977024	1.937894934248154e-05	0.0008743299702191959
FCMR	0.9086539252771642	1.937894934248154e-05	0.0008743299702191959
TSPAN32	0.4146659606119282	1.937894934248154e-05	0.0008743299702191959
MCTP2	0.8422004393541987	1.937894934248154e-05	0.0008743299702191959
IGKV2-24	1.711816110095935	1.9925090319413542e-05	0.000890760715854878
OAS3	0.888491887185908	1.9925090319413542e-05	0.000890760715854878
ZNF683	0.41440299459299845	1.9925090319413542e-05	0.000890760715854878
IL16	0.9553234338993026	1.9925090319413542e-05	0.000890760715854878
CYBB	1.146769691038371	2.048586846870673e-05	0.0009075425124111912
PIK3R5	0.93261467545162	2.048586846870673e-05	0.0009075425124111912
CTSD	0.7029798900009059	2.048586846870673e-05	0.0009075425124111912
UBA7	0.96877367066767	2.048586846870673e-05	0.0009075425124111912
RIPK3	0.7130135161649671	2.1061653947622264e-05	0.0009288474007846657
C16orf54	0.4854173725679155	2.1061653947622264e-05	0.0009288474007846657
TLR5	0.980663821749528	2.1652825650182103e-05	0.0009506367243412909
FBXO32	1.0635361076310046	2.1652825650182103e-05	0.0009506367243412909
HIF3A	-1.241295547842633	2.225977139652632e-05	0.0009707540839986234
KCNQ1	0.6962158095737456	2.225977139652632e-05	0.0009707540839986234
EBI3	0.8267978893706824	2.225977139652632e-05	0.0009707540839986234
PDLIM7	1.0475900468345958	2.2882888125940787e-05	0.0009891166278014271
TES	0.9713892373982065	2.2882888125940787e-05	0.0009891166278014271
USP30-AS1	0.5155423101794694	2.2882888125940787e-05	0.0009891166278014271
GRIK1-AS1	-0.3437227628006047	2.2882888125940787e-05	0.0009891166278014271
PLXDC2	0.9496574533899262	2.3522582093613293e-05	0.0010122981977473448
GSDMD	0.7871391884179668	2.3522582093613293e-05	0.0010122981977473448
NPC2	1.6165655794577507	2.4179269071181423e-05	0.001031490779265367
MDGA1	1.2236697392062381	2.4179269071181423e-05	0.001031490779265367
ENSG00000231187	-0.8274396511619533	2.4179269071181423e-05	0.001031490779265367
SERPINF2	0.5371976465544414	2.4179269071181423e-05	0.001031490779265367
CSF3R	0.9711047461086824	2.554533395511711e-05	0.001082690874837983
GAPT	1.1233724573440789	2.554533395511711e-05	0.001082690874837983
HLA-DRA	1.794526618617569	2.554533395511711e-05	0.001082690874837983
F2RL1	1.0996482844052438	2.625559284624635e-05	0.0011056145452093544
ENSG00000247970	-0.3534957125861369	2.625559284624635e-05	0.0011056145452093544
CD37	1.2891765681078269	2.625559284624635e-05	0.0011056145452093544
ARHGAP18	1.0552540568648578	2.6984607145424798e-05	0.0011290290438345362
SNX20	0.8177978769266285	2.6984607145424798e-05	0.0011290290438345362
UCP2	1.1491885030699684	2.6984607145424798e-05	0.0011290290438345362
DEF6	0.8624484436666937	2.7732843351795555e-05	0.0011505017069311627
LNCOG	0.6538572952371752	2.7732843351795555e-05	0.0011505017069311627
ZFP92	-0.3580308070769152	2.7732843351795555e-05	0.0011505017069311627
CD1D	0.6399170027665869	2.7732843351795555e-05	0.0011505017069311627
FCRL6	0.43597589431568023	2.850077876735755e-05	0.0011675183034385527
PXN	1.0087251767456333	2.850077876735755e-05	0.0011675183034385527
CXCL11	0.5085687920366135	2.850077876735755e-05	0.0011675183034385527
IL15RA	0.7083935080535746	2.850077876735755e-05	0.0011675183034385527
P4HA3	0.8009698254485494	2.850077876735755e-05	0.0011675183034385527
ISG20	1.0574709650801424	2.850077876735755e-05	0.0011675183034385527
LINC02283	-0.7301997398306996	2.928890172582117e-05	0.0011898464412724156
MS4A4A	1.5226837833314364	2.928890172582117e-05	0.0011898464412724156
NCF4	1.0239688500368604	2.928890172582117e-05	0.0011898464412724156
LAMP3	0.47277708101915583	2.928890172582117e-05	0.0011898464412724156
ENSG00000288048	-0.4297656630916713	3.0097711825772595e-05	0.0012101505036148936
IGKV3D-20	1.294512689818598	3.0097711825772595e-05	0.0012101505036148936
SUSD6	0.7084398602473994	3.0097711825772595e-05	0.0012101505036148936
EPSTI1	0.8641368045156388	3.0097711825772595e-05	0.0012101505036148936
ZYX	1.1380892573093897	3.0097711825772595e-05	0.0012101505036148936
OSCAR	0.6509229090067377	3.0927720168209807e-05	0.0012384369910300945
TRBV20-1	0.6956608017449915	3.0927720168209807e-05	0.0012384369910300945
BMF	0.8035783734006279	3.177944959852489e-05	0.0012545834729611207
HLA-DQB2	1.2839115359026194	3.177944959852489e-05	0.0012545834729611207
HLA-DPA1	1.7581632143789951	3.177944959852489e-05	0.0012545834729611207
IKBIP	1.1661584795078732	3.177944959852489e-05	0.0012545834729611207
ENSG00000283183	-0.7966987620472605	3.177944959852489e-05	0.0012545834729611207
PLAUR	1.4138182528126917	3.177944959852489e-05	0.0012545834729611207
HAVCR2	1.1286992202390254	3.177944959852489e-05	0.0012545834729611207
RPGRIP1	0.40040246466117385	3.265343495299624e-05	0.001268624821060753
PTER	0.3755328278736769	3.265343495299624e-05	0.001268624821060753
OAS1	1.332855303002967	3.265343495299624e-05	0.001268624821060753
GNS	1.0142840086694962	3.265343495299624e-05	0.001268624821060753
ASCL1	-1.3774490034981528	3.265343495299624e-05	0.001268624821060753
ALOX5	0.9146106866999357	3.265343495299624e-05	0.001268624821060753
SOX21	-1.0119092971205497	3.265343495299624e-05	0.001268624821060753
TACSTD2	0.6567730726301716	3.265343495299624e-05	0.001268624821060753
SYTL3	0.701439440968112	3.3550223309865664e-05	0.0012957532990739242
VENTX	0.4543217228649357	3.3550223309865664e-05	0.0012957532990739242
ABI3	0.9140132155242888	3.3550223309865664e-05	0.0012957532990739242
SAMD9L	0.9125129912526857	3.44703742450676e-05	0.0013182898400247436
FBP1	0.8531151623665207	3.44703742450676e-05	0.0013182898400247436
HLA-DOA	1.4083907811590022	3.44703742450676e-05	0.0013182898400247436
CLDN23	0.3377379424842332	3.44703742450676e-05	0.0013182898400247436
NOD2	0.47700014346446756	3.44703742450676e-05	0.0013182898400247436
HLA-F	0.9951283949018812	3.5414460092685e-05	0.0013335587366824328
SVEP1	0.660187940017184	3.5414460092685e-05	0.0013335587366824328
SP140	0.6433163416735886	3.5414460092685e-05	0.0013335587366824328
SLC1A2	-1.392352760748767	3.5414460092685e-05	0.0013335587366824328
SYK	0.87264094495157	3.5414460092685e-05	0.0013335587366824328
ZNF217	0.9435564475293479	3.5414460092685e-05	0.0013335587366824328
CD276	1.144368315770623	3.5414460092685e-05	0.0013335587366824328
CD79B	0.6277278977017806	3.5414460092685e-05	0.0013335587366824328
PRR36	-1.065627288086729	3.638306621020226e-05	0.0013595740829426917
GPC1	0.9775944406107806	3.638306621020226e-05	0.0013595740829426917
ICOSLG	0.7587805021073055	3.638306621020226e-05	0.0013595740829426917
FAM167B	0.5990577632116791	3.638306621020226e-05	0.0013595740829426917
FLNA	1.0628577983812466	3.7376791248630075e-05	0.0013861267981807302
FAM174C	0.747681140931503	3.7376791248630075e-05	0.0013861267981807302
ITGA4	1.0187110997199536	3.7376791248630075e-05	0.0013861267981807302
SLA	1.1166687716363408	3.7376791248630075e-05	0.0013861267981807302
RNF144B	0.7364815788127301	3.839624742757486e-05	0.0014132272948859837
STING1	0.9382538594420176	3.839624742757486e-05	0.0014132272948859837
IGHV4-61	1.7599114964646245	3.839624742757486e-05	0.0014132272948859837
COLGALT1	0.8832074607669398	3.839624742757486e-05	0.0014132272948859837
IFI44L	1.129853514335975	3.944206081532883e-05	0.0014382029661544765
WFDC21P	0.47356288206556	3.944206081532883e-05	0.0014382029661544765
GFPT2	1.3415410358648243	3.944206081532883e-05	0.0014382029661544765
TNFRSF12A	1.6115277406009034	3.944206081532883e-05	0.0014382029661544765
RNF149	0.7233682108244883	3.944206081532883e-05	0.0014382029661544765
TMEM71	0.7960867854181322	4.051487161405481e-05	0.001469114261249643
UGCG	1.031760098896024	4.051487161405481e-05	0.001469114261249643
RELB	0.7346423754154467	4.051487161405481e-05	0.001469114261249643
TRAF1	0.5077114418920237	4.1615334450144195e-05	0.001489707246559915
HK3	0.7356748201558732	4.1615334450144195e-05	0.001489707246559915
THRB	-0.7229002804582176	4.1615334450144195e-05	0.001489707246559915
RDH10	1.5469197962985906	4.1615334450144195e-05	0.001489707246559915
MAN2A1	0.9822831540280528	4.1615334450144195e-05	0.001489707246559915
ATP8B1	0.6660309896066398	4.1615334450144195e-05	0.001489707246559915
HLA-DMA	1.5495245202712988	4.1615334450144195e-05	0.001489707246559915
FBN1	1.0149099903214474	4.274411866982202e-05	0.0015135128167699547
CARD16	1.4649547398817058	4.274411866982202e-05	0.0015135128167699547
LINC01322	-0.6295894527012457	4.274411866982202e-05	0.0015135128167699547
GPR82	0.6551536506142072	4.274411866982202e-05	0.0015135128167699547
IGKV1-6	1.734625594766668	4.274411866982202e-05	0.0015135128167699547
PTPN6	0.9600747120523256	4.274411866982202e-05	0.0015135128167699547
TRAV13-1	0.49703474363912203	4.390190864008105e-05	0.0015517026589917454
IGHV3-43	1.045320762421766	4.5089404055019235e-05	0.0015765993228595207
KYNU	0.8649903593025932	4.5089404055019235e-05	0.0015765993228595207
TREM2	1.2823815831439127	4.5089404055019235e-05	0.0015765993228595207
REEP4	0.6388088205710938	4.5089404055019235e-05	0.0015765993228595207
NLRP1	0.6267023456780776	4.5089404055019235e-05	0.0015765993228595207
CATSPER1	0.342165823552099	4.5089404055019235e-05	0.0015765993228595207
ABHD15	0.5123157681882815	4.630732024766339e-05	0.0016020205614302066
ADPRH	0.6935545244920107	4.630732024766339e-05	0.0016020205614302066
BCL7A	-0.5272829612997194	4.630732024766339e-05	0.0016020205614302066
APC	-0.6821356288066323	4.630732024766339e-05	0.0016020205614302066
FAM222A	-0.8029519658656197	4.630732024766339e-05	0.0016020205614302066
CST2	0.4746568683924188	4.630732024766339e-05	0.0016020205614302066
ZDHHC22	-1.1964181398446856	4.755638850735707e-05	0.0016365582484403492
SLC25A45	0.6794178334382446	4.755638850735707e-05	0.0016365582484403492
CLEC7A	1.1575556706292498	4.755638850735707e-05	0.0016365582484403492
SH3TC1	0.9811093993618183	4.8837356402794464e-05	0.0016459281854098423
TRBV4-2	0.3535398090067362	4.8837356402794464e-05	0.0016459281854098423
HCK	0.9074796053277163	4.8837356402794464e-05	0.0016459281854098423
CD69	1.0037881713381271	4.8837356402794464e-05	0.0016459281854098423
MIR600HG	-0.5461881142815447	4.8837356402794464e-05	0.0016459281854098423
THSD7B	0.6990920146792827	4.8837356402794464e-05	0.0016459281854098423
RNF166	0.5576746277982703	4.8837356402794464e-05	0.0016459281854098423
CCL17	0.40483128222492737	4.8837356402794464e-05	0.0016459281854098423
CABP4	0.5408963270361896	4.8837356402794464e-05	0.0016459281854098423
ARHGAP9	0.9851313059467537	4.8837356402794464e-05	0.0016459281854098423
TIMP1	2.1367843546741163	4.8837356402794464e-05	0.0016459281854098423
TAGLN	1.5854081605183454	4.8837356402794464e-05	0.0016459281854098423
LINC01638	0.46251425588810846	5.0150988110782174e-05	0.0016757790071625013
IGHV2-26	1.5757624570957636	5.0150988110782174e-05	0.0016757790071625013
MPZL2	0.844684635421533	5.0150988110782174e-05	0.0016757790071625013
TMEM273	1.117012066790889	5.0150988110782174e-05	0.0016757790071625013
ADGRE2	0.8392404708565204	5.0150988110782174e-05	0.0016757790071625013
LILRB4	1.0762247843442596	5.149806475080922e-05	0.0017091247557382973
DCSTAMP	0.2687515121395455	5.149806475080922e-05	0.0017091247557382973
HKDC1	0.5932229192434072	5.149806475080922e-05	0.0017091247557382973
S100A4	1.8484137448717668	5.149806475080922e-05	0.0017091247557382973
BASP1-AS1	-0.5684486854731535	5.28793847255132e-05	0.0017490392437673548
DENND2D	0.956747189022046	5.28793847255132e-05	0.0017490392437673548
SEC24D	0.9089336741039546	5.4295764067118475e-05	0.0017838344902655148
PKMP3	-0.4648494222238544	5.4295764067118475e-05	0.0017838344902655148
C3AR1	1.211390432602895	5.4295764067118475e-05	0.0017838344902655148
ARHGAP30	1.0112796805743822	5.4295764067118475e-05	0.0017838344902655148
TMCO4	0.5994660181362133	5.5748036789942155e-05	0.0018132928710695305
RCSD1	0.874010605167074	5.5748036789942155e-05	0.0018132928710695305
EMB	0.9691995469744499	5.5748036789942155e-05	0.0018132928710695305
ARHGAP25	0.8963021333053298	5.5748036789942155e-05	0.0018132928710695305
TRBV5-1	0.41112248806093227	5.5748036789942155e-05	0.0018132928710695305
ENSG00000232098	-0.435228879513216	5.5748036789942155e-05	0.0018132928710695305
CISH	0.6349501605622029	5.723705524903967e-05	0.0018463900804471924
SYNGAP1	-0.4736713448652745	5.723705524903967e-05	0.0018463900804471924
ACTN1	0.8784108094556711	5.723705524903967e-05	0.0018463900804471924
GDF15	1.905927414075021	5.723705524903967e-05	0.0018463900804471924
HLA-DRB1	1.6876974445019837	5.723705524903967e-05	0.0018463900804471924
TMEM37	0.8125796721935634	5.876369050508996e-05	0.0018863144652133878
MYO7A	0.8615686820850823	5.876369050508996e-05	0.0018863144652133878
CSMD1	-0.9336817776866848	5.876369050508996e-05	0.0018863144652133878
PIGT	0.9472661353854273	6.032883269559559e-05	0.0019270780962682827
TBXAS1	1.1626586945963213	6.032883269559559e-05	0.0019270780962682827
MICB	0.40167959718754775	6.032883269559559e-05	0.0019270780962682827
APOBEC3D	0.44268370095360987	6.193339141249319e-05	0.0019655068675008577
GALNT12	0.47895273597444954	6.193339141249319e-05	0.0019655068675008577
STAC3	0.8394811344546336	6.193339141249319e-05	0.0019655068675008577
HACD4	0.5882063544113575	6.193339141249319e-05	0.0019655068675008577
CNN2	1.1822722232804677	6.357829608625668e-05	0.0019950747045913335
ESYT1	0.6459460167024202	6.357829608625668e-05	0.0019950747045913335
ENSG00000289161	0.5173123188700514	6.357829608625668e-05	0.0019950747045913335
CDH20	-1.104472829754418	6.357829608625668e-05	0.0019950747045913335
XCL2	0.5090962897783058	6.357829608625668e-05	0.0019950747045913335
TBX19	0.41569959238244447	6.357829608625668e-05	0.0019950747045913335
LSAMP	-0.791991149346428	6.357829608625668e-05	0.0019950747045913335
CFB	1.5122871291931514	6.526449637658795e-05	0.0020414442548721545
RNF213	0.7954962416229483	6.526449637658795e-05	0.0020414442548721545
SPRN	-0.8261153550904365	6.699296256977905e-05	0.0020723368089713167
CFH	1.5472501523417899	6.699296256977905e-05	0.0020723368089713167
CRACR2A	0.5184504942486848	6.699296256977905e-05	0.0020723368089713167
CCR1	1.0089186579711207	6.699296256977905e-05	0.0020723368089713167
SPINT1	0.562110078161411	6.699296256977905e-05	0.0020723368089713167
TRBV12-4	0.358188169116062	6.699296256977905e-05	0.0020723368089713167
CD84	0.9487032841718772	6.699296256977905e-05	0.0020723368089713167
SH2B3	0.9541692484477942	6.876468598283992e-05	0.002113785425792761
FAM78A	0.6394024261899303	6.876468598283992e-05	0.002113785425792761
GHRL	0.6008315100337763	6.876468598283992e-05	0.002113785425792761
MLKL	0.6747852598036157	6.876468598283992e-05	0.002113785425792761
PRDM1	0.8850585550478771	7.058067937448236e-05	0.0021493628037818646
CCL2	2.144263664777788	7.058067937448236e-05	0.0021493628037818646
PSTPIP2	0.8681185823928463	7.058067937448236e-05	0.0021493628037818646
BTK	1.001644570441126	7.058067937448236e-05	0.0021493628037818646
