Signature,Kids_First_Biospecimen_ID,score
Microglia_Core_Homeostatic,BS_TRPXB3AV,0.68025896873659
Microglia_Core_Homeostatic,BS_TTDNZTZ0,0.860729608064705
Microglia_Core_Homeostatic,BS_TTE04ZP8,0.847299803037588
Microglia_Core_Homeostatic,BS_TV5B86ZD,0.561838458170146
Microglia_Core_Homeostatic,BS_TVH33J9Q,0.708225464691706
Microglia_Core_Homeostatic,BS_TXZ7KHTQ,0.751037805794515
Microglia_Core_Homeostatic,BS_V0DQFC75,0.593854889398594
Microglia_Core_Homeostatic,BS_V3Z3DB4N,0.840273130814216
Microglia_Core_Homeostatic,BS_V558NW3Q,0.764654631840291
Microglia_Core_Homeostatic,BS_V6RSB5HQ,0.754958010704702
Microglia_Core_Homeostatic,BS_V8QWBVS3,0.788018484874545
Microglia_Core_Homeostatic,BS_VBMRQK4F,0.739711880532773
Microglia_Core_Homeostatic,BS_VDFXXMEX,0.59654304735679
Microglia_Core_Homeostatic,BS_VF3NVT4G,0.839843419325819
Microglia_Core_Homeostatic,BS_VKH87DD2,0.756451942240129
Microglia_Core_Homeostatic,BS_VKHJG2B8,0.72876171208258
Microglia_Core_Homeostatic,BS_VKYEM67A,0.855574501664032
Microglia_Core_Homeostatic,BS_VMQMGSJY,0.756255276207734
Microglia_Core_Homeostatic,BS_VVTHDRBD,0.750149746909598
Microglia_Core_Homeostatic,BS_W1385R8Y,0.573595843345076
Microglia_Core_Homeostatic,BS_W4DB5RP1,0.588527802163037
Microglia_Core_Homeostatic,BS_W7MFJZ5A,0.86576675753579
Microglia_Core_Homeostatic,BS_WBVSK3MP,0.522154416471109
Microglia_Core_Homeostatic,BS_WEKK6SHP,0.564891180420496
Microglia_Core_Homeostatic,BS_WHBEXD5H,0.804277307914136
Microglia_Core_Homeostatic,BS_WQ1YRTAT,0.594212738876968
Microglia_Core_Homeostatic,BS_WTJEDTZC,0.66519327900006
Microglia_Core_Homeostatic,BS_WVRX4C9Z,0.908823798793096
Microglia_Core_Homeostatic,BS_X0XXN9BK,0.682147708081881
Microglia_Core_Homeostatic,BS_X1G0TKP4,0.880754000537025
Microglia_Core_Homeostatic,BS_X20JCR4H,0.791873315635701
Microglia_Core_Homeostatic,BS_X23724NJ,0.687733187137724
Microglia_Core_Homeostatic,BS_X3HR4Z21,0.801599254580507
Microglia_Core_Homeostatic,BS_X4DD4KSZ,0.888026035222628
Microglia_Core_Homeostatic,BS_X4X1SFSE,0.838711274109526
Microglia_Core_Homeostatic,BS_XG0DBWVT,0.660430945404193
Microglia_Core_Homeostatic,BS_XGDPK33A,0.814725837171965
Microglia_Core_Homeostatic,BS_XM1AHBDJ,0.689177301860717
Microglia_Core_Homeostatic,BS_XQ5SFW35,0.853624784807711
Microglia_Core_Homeostatic,BS_XQXXBWPD,0.857510597603562
Microglia_Core_Homeostatic,BS_XYVCMF4A,0.682701105141022
Microglia_Core_Homeostatic,BS_XZM79E42,0.890446556928083
Microglia_Core_Homeostatic,BS_YA0KMBRT,0.668715651355113
Microglia_Core_Homeostatic,BS_YDEVMD24,0.869427250746071
Microglia_Core_Homeostatic,BS_YMKQT5V0,0.848970315414827
Microglia_Core_Homeostatic,BS_YR12D1ZY,0.808118545819274
Microglia_Core_Homeostatic,BS_YSZRQ95C,0.672016668498789
Microglia_Core_Homeostatic,BS_YTWEM5SG,0.878119935859856
Microglia_Core_Homeostatic,BS_YZ2QFDAN,0.668089689787476
Microglia_Core_Homeostatic,BS_Z0ZPD9S9,0.847450220882327
Microglia_Core_Homeostatic,BS_Z3RCA1T9,0.823469496453059
Microglia_Core_Homeostatic,BS_Z8F3GM85,0.894349806898794
Microglia_Core_Homeostatic,BS_ZD5HN296,0.898570061315444
