Kids_First_Biospecimen_ID	ecotype	set	dist_Lymph	dist_Mye	dist_Desert
BS_1Z9AX9JS	Myeloid-dominant	BRAF_ALT_LGG	4.9313805405112845	4.648227210003529	8.68860399256307
BS_1ZVXF5FE	Myeloid-dominant	BRAF_ALT_LGG	7.5061435377133385	4.569854835920212	6.440820000653948
BS_21RE8W46	Myeloid-dominant	BRAF_ALT_LGG	8.760845316617425	6.339620279873703	7.39322278796032
BS_24AHZ9ZW	Lymphocyte-inflamed	BRAF_ALT_LGG	5.146694706195647	6.2656055840158515	10.831317362054545
BS_2720P44V	Lymphocyte-inflamed	BRAF_ALT_LGG	4.541289493163454	7.445125561822717	12.32603937700301
BS_27FYYPJG	Myeloid-dominant	BRAF_ALT_LGG	5.210827945291478	4.360102922961612	8.42344895143164
BS_29TRQXWM	Myeloid-dominant	BRAF_ALT_LGG	4.923377787672107	4.756116015963973	8.902616144338797
BS_2ADZNNV4	Myeloid-dominant	BRAF_ALT_LGG	6.106110566818172	4.870985591614322	8.10465160285842
BS_2EMW8ZG3	Myeloid-dominant	BRAF_ALT_LGG	6.396784110314138	4.532609051736474	7.713892978471788
BS_2K3FVT86	Lymphocyte-inflamed	BRAF_ALT_LGG	4.765756041537739	6.64307326313229	11.328258171309471
BS_2KJ2YAZR	Myeloid-dominant	BRAF_ALT_LGG	5.581583373809227	4.438592645487925	8.454943604891106
BS_2QCQYY6M	Lymphocyte-inflamed	BRAF_ALT_LGG	5.578606411934557	6.359896322493977	10.509100677453551
BS_2WPQ8YCW	Myeloid-dominant	BRAF_ALT_LGG	5.667369485658596	4.235410717539393	7.813625700381488
BS_2XM08BFY	Lymphocyte-inflamed	BRAF_ALT_LGG	3.7515546451973156	5.554920605773239	10.289174062750423
BS_2YCJV2VV	Myeloid-dominant	BRAF_ALT_LGG	6.3856133533357635	5.481839539235199	8.80706570335967
BS_304SPN6B	Lymphocyte-inflamed	BRAF_ALT_LGG	4.351947273078569	4.677516632098794	9.069784544020667
BS_33AQSPRP	Lymphocyte-inflamed	BRAF_ALT_LGG	4.289404426279036	5.568894420832368	10.221451295347276
BS_3G3KWY18	Myeloid-dominant	BRAF_ALT_LGG	5.5310394936773415	4.91516228959763	8.842692630748116
BS_3GAN6Q43	Lymphocyte-inflamed	BRAF_ALT_LGG	4.666060885579451	4.834840244216318	9.126319413956834
BS_3P20Q2C3	Immune-desert	BRAF_ALT_LGG	14.10857212760609	9.845158245464804	6.711644804471653
BS_3PYESPHA	Immune-desert	BRAF_ALT_LGG	10.22937682824986	6.45596662233476	5.196815611747108
BS_3Q0GTSYH	Myeloid-dominant	BRAF_ALT_LGG	7.112759638702502	5.33553330913949	7.875994196682702
BS_3TJHY996	Lymphocyte-inflamed	BRAF_ALT_LGG	4.98082613541725	7.789388996567608	12.478158737144284
BS_3XY76V8T	Myeloid-dominant	BRAF_ALT_LGG	5.638797934992425	5.5404215563470025	9.114243747821195
BS_3Y2X2RBJ	Lymphocyte-inflamed	BRAF_ALT_LGG	3.298493924192221	5.789897107110371	10.804472729154407
BS_401R3KV0	Myeloid-dominant	BRAF_ALT_LGG	5.233517344725251	4.4383269706782285	8.639626009061073
BS_42DY6WS7	Myeloid-dominant	BRAF_ALT_LGG	7.9195728330528175	5.508030772867201	7.438766037185347
BS_42Y3YANN	Lymphocyte-inflamed	BRAF_ALT_LGG	5.480078797976877	5.6306739622664805	9.610407988626251
BS_470DYRJQ	Myeloid-dominant	BRAF_ALT_LGG	5.336658045547291	4.386123221223117	7.98072990116375
BS_47SJZ3PH	Myeloid-dominant	BRAF_ALT_LGG	5.624364768688128	4.893151665368086	8.867807855159505
BS_49852ZBH	Myeloid-dominant	BRAF_ALT_LGG	5.53835303258349	4.43552783604372	8.205823429195997
BS_4A45GGSW	Myeloid-dominant	BRAF_ALT_LGG	6.562240939779395	4.526667608816253	7.66733031285479
BS_4BWB0FA0	Lymphocyte-inflamed	BRAF_ALT_LGG	4.378465813396314	5.65975096389503	10.024842695373529
BS_4CXE5XEP	Lymphocyte-inflamed	BRAF_ALT_LGG	3.5696857123020203	4.9859093014976175	9.887921933012187
BS_4HQ3T2NC	Myeloid-dominant	BRAF_ALT_LGG	5.3809130065150965	5.23977983645886	9.285010367659671
BS_4N1GNHX4	Lymphocyte-inflamed	BRAF_ALT_LGG	4.3990835585599335	5.584157463760916	10.018327796299651
BS_4NF35AF6	Myeloid-dominant	BRAF_ALT_LGG	9.116697445505505	5.920880659553158	6.509367629766748
BS_4TZQY7TT	Lymphocyte-inflamed	BRAF_ALT_LGG	7.175617259157794	10.454530691513991	14.906323158656223
BS_4Y6BCYK5	Myeloid-dominant	BRAF_ALT_LGG	6.496364723191684	3.988543945164988	6.791626900438315
