TIS	Bagaev_Effector_cells	Bagaev_Checkpoint_inhibitor	Bagaev_TAMs
0.009216782813251324	0.030500536938561976	0.020374188943192928	0.016201063091279663
0.037018141409410066	0.010242745584670037	0.012082556571473932	0.009524503324110992
0.013540382927309533	0.04525463691295401	0.03830757805265168	0.020096495949746038
0.006896498634905797	0.05506360061410648	0.05505114138704105	0.00959157162845758
0.005578894768468237	0.0215158238073377	0.06953188612213514	0.05103268993053589
0.094076284897191	0.034566753878088746	0.21578975425698657	0.009520127828152222
0.004260801148053623	0.01075081193001511	0.028778704137545238	0.03801760205914484
0.0012316335196762961	0.04435476893428435	0.08786225879765099	0.018526222180127117
0.09998145443353489	0.011551682265263504	0.01298920847310735	0.010504160506779698
0.026721875357509528	0.012975364403167936	0.041041280322335984	0.006542980520962822
0.008758411576662357	0.020110526829900582	0.017548598848066532	0.05682933572685366
0.0010745613678010885	0.014801196978681838	0.015487250061820293	0.09699389283969492
0.01653552768616035	0.011624566572805178	0.03722530952428833	0.004270098548053062
0.05140275471362265	0.00446763759481451	0.06489637686126634	0.03261635290861377
0.0008056275231607757	0.004384428754282036	0.037587988929115766	0.017054558989787864
0.0024899640538612287	0.018245099894432154	0.07537642701424266	0.033658151275186135
0.0653531816750475	0.011609796228071633	0.02381994636706222	0.008463768066055333
0.0055385549604212774	0.014840639666819326	0.06114030533640299	0.01111197087653185
0.003384012381480684	0.028116877370303505	0.012154978359308025	0.012821573351072474
0.0078118870744203345	0.013524998806052813	0.02380409877811773	0.012760753662306655
0.015874077536611107	0.00833708090907199	0.0364209540257826	0.02014954198529748
0.008247980455496668	0.010104191346707547	0.1423622053962461	0.010915226208795674
0.03278832702502061	0.014114494096202992	0.033646773211531984	0.035854708760651194
0.0038558817275932515	0.017921525448588663	0.06208562749060264	0.03029718600272611
0.0030547486717595407	0.010086214433286996	0.03373735827903022	0.023221688391612684
0.005737069317582441	0.006507093814723656	0.009114570163542224	0.024159314314743396
0.10517347410582423	0.003971025120639683	0.027732763940360484	0.004014499004094258
0.09312864609377683	0.05599470081898626	0.05423490562704181	0.002546666214562636
0.006671870955778769	0.008092689248361564	0.05656297194313579	0.011725862426142758
0.022954401174368113	0.013074803170143411	0.05741435607192694	0.02359195093365928
0.0336639367015012	0.0149239749098756	0.1301411144097322	0.011309190068881874
0.0716234749299431	0.0354198318972598	0.0509204710189253	0.052304426619056835
