gene	log2FC	z	p	q_BH	mean_eco_log2tpm	mean_rest_log2tpm	n_eco	n_rest
COLGALT1	0.9198961767557718	8.368691469858714	0.0	0.0	4.916714276457697	3.9968180997019256	111	238
CD3D	1.376383374377352	11.54653857783188	0.0	0.0	1.8972143529350984	0.5208309785577466	111	238
IFI30	2.558093337704392	12.534809725409124	0.0	0.0	6.83724641915155	4.279153081447158	111	238
CTSL	1.4991645658186945	9.655437592266203	0.0	0.0	6.733766723173232	5.234602157354537	111	238
TRPM2	1.4914068856456322	11.03787798141316	0.0	0.0	3.092235113168923	1.600828227523291	111	238
STAC3	0.9547633523444563	9.870749692430007	0.0	0.0	2.317332242860408	1.3625688905159519	111	238
ATP8B4	1.158380871379632	10.021126397306313	0.0	0.0	2.5938951686671063	1.4355142972874744	111	238
LCP2	1.8283450266193535	12.510886158724258	0.0	0.0	4.747764552187452	2.919419525568099	111	238
ACSL1	1.4021235729975667	10.261501281616168	0.0	0.0	4.912324364591219	3.5102007915936526	111	238
OAS1	1.7911808331103631	10.005177352849735	0.0	0.0	4.595616211399739	2.804435378289376	111	238
GPR65	1.3016936594334032	12.683477604093655	0.0	0.0	2.0413567912750357	0.7396631318416326	111	238
STAT5A	1.2225782813317694	9.875306562274742	0.0	0.0	3.5476879645136927	2.3251096831819233	111	238
FPR3	1.8232441164558866	11.373947132462483	0.0	0.0	2.9296751763129993	1.1064310598571128	111	238
WAS	1.5640952599434117	11.945834297976923	0.0	0.0	3.8151419890190517	2.25104672907564	111	238
MX2	1.7299099266812397	11.48843848731149	0.0	0.0	3.2604584264884866	1.530548499807247	111	238
PLB1	1.452377809588097	11.459388442051294	0.0	0.0	2.8717531597593937	1.4193753501712967	111	238
CSF2RB	1.214904289064013	11.827925290744364	0.0	0.0	1.9505149326963223	0.7356106436323092	111	238
GCNT1	0.884771781925104	8.398311123849501	0.0	0.0	1.6874230309867	0.802651249061596	111	238
SIGLEC8	1.4172185891109768	8.665457618497182	0.0	0.0	3.271598618839156	1.8543800297281792	111	238
